PMID,Title,Abstract,Authors,Journal,Year,URL,Review,SystematicReview,ClinicalTrial,MetaAnalysis,RCT,LongitudinalStudy
39882755,Precision nutrition-based interventions for the management of obesity in children and adolescents up to the age of 19 years.,"Precision nutrition-based methods develop tailored interventions and/or recommendations accounting for determinants of intra- and inter-individual variation in response to the same diet, compared to current 'one-size-fits-all' population-level approaches. Determinants may include genetics, current dietary habits and eating patterns, circadian rhythms, health status, gut microbiome, socioeconomic and psychosocial characteristics, and physical activity. ​​​​In this systematic review, we examined the evidence base for the effect of interventions based on precision nutrition approaches on overweight and obesity in children and adolescents to help inform future research and global guidelines. To examine the impact of precision nutrition-based interventions for the management of obesity in children and adolescents in all their diversity. We searched CENTRAL, MEDLINE, CINAHL, Web of Science Core Collection, BIOSIS Previews, Global Index Medicus (all regions), IBECS, SciELO, PAHO, PAHO IRIS, WHO IRIS, WHOLIS, Bibliomap, and TRoPHI, as well as the WHO ICTRP and ClinicalTrials.gov. We last searched the databases on 23 July 2024. We did not apply any language restrictions. We included randomised or quasi-randomised controlled trials that evaluated precision nutrition-based interventions (accounting for 'omics' such as phenotyping, genotyping, gut microbiome; clinical data, baseline dietary intake, postprandial glucose response, etc., and/or including artificial intelligence such as machine learning methods) compared to general or one-size-fits-all interventions or no intervention in children and adolescents aged 0 to 9 years or 10 to 19 years with overweight or obesity. Two review authors independently conducted study screening, data extraction, and risk of bias and GRADE assessments. We used fixed-effect analyses. Our outcomes of interest were physical and mental well-being, physical activity, health-related quality of life, obesity-associated disability, and adverse events associated with the interventions as defined or measured by trialists, and weight change (reduction, stabilisation or maintenance). Two studies (3 references, 105 participants) conducted in Ukraine and Greece met our eligibility criteria. One study reported nonprofit funding sources, whilst the other did not report funding, and the certainty of evidence ranged from very low to low across outcomes (all measured at endpoint). Only one trial (65 participants) contributed data on our primary outcomes of interest. Precision nutrition-based intervention versus one-size-fits-all intervention or standard of care In children 0 to 9 years of age, evidence is very uncertain about the effect of a precision nutrition-based intervention (a computerised Decision Support Tool (DST) that incorporates a variety of participant data and provides personalised diet recommendations based on decision-tree algorithms) on body mass index (BMI) (mean difference (MD) -1.40 kg/m<sup>2</sup>, 95% confidence interval (CI) -3.48 to 0.68; 1 study, 35 participants; very low-certainty evidence) and on weight (MD -2.60 kg, 95% CI -8.42 to 3.22; 1 study, 35 participants; very low-certainty evidence) compared with a one-size-fits-all control intervention. In children and adolescents 10 to 19 years of age, evidence is very uncertain about the effect of a precision nutrition-based intervention (computerised DST) on BMI (MD 3.00 kg/m<sup>2</sup>, 95% CI -0.26 to 6.26; 1 study, 30 participants; very low-certainty evidence) and on weight (MD 11.40 kg, 95% CI -0.47 to 23.27; 1 study, 30 participants; very low-certainty evidence) compared with a one-size-fits-all control intervention. Based on data from two small studies with a total of 105 participants, the evidence is very uncertain about the effect of precision nutrition-based interventions on body weight or BMI. This review was limited by the number of available randomised controlled trials in this relatively nascent field. Given these limitations, the two studies do not provide sufficient evidence to adequately inform practice. Future research should report participant outcome data, including outcomes related to mental, emotional, and functional well-being, in addition to biochemical and physical measures, stratified by World Health Organization-defined age groups (children (0 to 9 years), and children and adolescents (10 to 19 years)). Future studies should also report methods related to randomisation, blinding, and compliance, as well as include prespecified analysis plans.",Huey SL; Mehta NH; Steinhouse RS; Jin Y; Kibbee M; Kuriyan R; Finkelstein JL; Mehta S,The Cochrane database of systematic reviews,2025,https://pubmed.ncbi.nlm.nih.gov/39882755/,0,1,0,1,0,0
39811913,A menu for microbes: unraveling appetite regulation and weight dynamics through the microbiota-brain connection across the lifespan.,"Appetite, as the internal drive for food intake, is often dysregulated in a broad spectrum of conditions associated with over- and under-nutrition across the lifespan. Appetite regulation is a complex, integrative process comprising psychological and behavioral events, peripheral and metabolic inputs, and central neurotransmitter and metabolic interactions. The microbiota-gut-brain axis has emerged as a critical mediator of multiple physiological processes, including energy metabolism, brain function, and behavior. Therefore, the role of the microbiota-gut-brain axis in appetite and obesity is receiving increased attention. Omics approaches such as genomics, epigenomics, transcriptomics, proteomics, and metabolomics in appetite and weight regulation offer new opportunities for featuring obesity phenotypes. Furthermore, gut-microbiota-targeted approaches such as pre-, pro-, post-, and synbiotic, personalized nutrition, and fecal microbiota transplantation are novel avenues for precision treatments. The aim of this narrative review is <i>1</i>) to provide an overview of the role of the microbiota-gut-brain axis in appetite regulation across the lifespan and <i>2</i>) to discuss the potential of omics and gut microbiota-targeted approaches to deepen understanding of appetite regulation and obesity.",Ribeiro G; Schellekens H; Cuesta-Marti C; Maneschy I; Ismael S; Cuevas-Sierra A; Martínez JA; Silvestre MP; Marques C; Moreira-Rosário A; Faria A; Moreno LA; Calhau C,American journal of physiology. Gastrointestinal and liver physiology,2025,https://pubmed.ncbi.nlm.nih.gov/39811913/,1,0,0,0,0,0
39769203,Beyond Calories: Individual Metabolic and Hormonal Adaptations Driving Variability in Weight Management-A State-of-the-Art Narrative Review.,"The global rise in obesity underscores the need for effective weight management strategies that address individual metabolic and hormonal variability, moving beyond the simplistic ""calories in, calories out"" model. Body types-ectomorph, mesomorph, and endomorph-provide a framework for understanding the differences in fat storage, muscle development, and energy expenditure, as each type responds uniquely to caloric intake and exercise. Variability in weight outcomes is influenced by factors such as genetic polymorphisms and epigenetic changes in hormonal signaling pathways and metabolic processes, as well as lifestyle factors, including nutrition, exercise, sleep, and stress. These factors impact the magnitude of lipogenesis and myofibrillar protein synthesis during overfeeding, as well as the extent of lipolysis and muscle proteolysis during caloric restriction, through complex mechanisms that involve changes in the resting metabolic rate, metabolic pathways, and hormonal profiles. Precision approaches, such as nutrigenomics, indirect calorimetry, and artificial-intelligence-based strategies, can potentially leverage these insights to create individualized weight management strategies aligned with each person's unique metabolic profile. By addressing these personalized factors, precision nutrition offers a promising pathway to sustainable and effective weight management outcomes. The main objective of this review is to examine the metabolic and hormonal adaptations driving variability in weight management outcomes and explore how precision nutrition can address these challenges through individualized strategies.",Theodorakis N; Kreouzi M; Pappas A; Nikolaou M,International journal of molecular sciences,2024,https://pubmed.ncbi.nlm.nih.gov/39769203/,1,0,0,0,0,0
39611279,Why protein-energy wasting leads to faster progression of chronic kidney disease.,"Protein-energy wasting (PEW) is increasingly more prevalent as chronic kidney disease (CKD) progresses to more advanced stages. There is a global recognition of the importance of preventing and mitigating PEW in the CKD population not on dialysis given the goal of extending dialysis-free time and delaying dialysis initiation and growing evidence of the clinical consequences of PEW which include the risk of death, hospitalization and clinical conditions such as infections. We reviewed the association of PEW and the malnutrition characteristics indicative of PEW on CKD progression. Studies show the association between low serum albumin levels, low BMI, and diets with inadequate dietary energy and protein intake and CKD progression. Limited studies suggest low muscle mass impacts CKD progression. Optimizing nutrition by dietary management, including a moderately low protein (0.6-0.8 g/kg/day) and plant-based (>50% of protein source, known as PLADO) diet and as needed with supplementation [e.g. during acute kidney injury (AKI) event] administrated orally, enterally, or parenterally are the basis for the prevention and treatment of PEW in CKD and delaying CKD progression. Furthermore, other therapeutic methods such as treating or avoiding comorbidities and AKI, ensuring appropriate exercise and incremental transition to dialysis treatment may help ameliorate and prevent PEW development in CKD patients. Using tailored precision nutrition approaches and nutritional supplementation with or without other beneficial strategies may help prevent and treat PEW and its consequent occurrence of CKD progression.",Narasaki Y; Rhee CM; Kalantar-Zadeh K; Rastegar M,Current opinion in nephrology and hypertension,2024,https://pubmed.ncbi.nlm.nih.gov/39611279/,1,0,0,0,0,0
39283705,A Systematic Review of the Effect of Gene-Lifestyle Interactions on Metabolic-Disease-Related Traits in South Asian Populations.,"Recent data from the South Asian subregion have raised concern about the dramatic increase in the prevalence of metabolic diseases, which are influenced by genetic and lifestyle factors. The aim of this systematic review was to summarize the contemporary evidence for the effect of gene-lifestyle interactions on metabolic outcomes in this population. PubMed, Web of Science, and SCOPUS databases were searched up until March 2023 for observational and intervention studies investigating the interaction between genetic variants and lifestyle factors such as diet and physical activity on obesity and type 2 diabetes traits. Of the 14 783 publications extracted, 15 were deemed eligible for inclusion in this study. Data extraction was carried out independently by 3 investigators. The quality of the included studies was assessed using the Appraisal Tool for Cross-Sectional Studies (AXIS), the Risk Of Bias In Non-randomized Studies-of Interventions (ROBINS-I), and the methodological quality score for nutrigenetics studies. Using a narrative synthesis approach, the findings were presented in textual and tabular format. Together, studies from India (n = 8), Pakistan (n = 3), Sri Lanka (n = 1), and the South Asian diaspora in Singapore and Canada (n = 3) reported 543 gene-lifestyle interactions, of which 132 (∼24%) were statistically significant. These results were related to the effects of the interaction of genetic factors with physical inactivity, poor sleep habits, smoking, and dietary intake of carbohydrates, protein, and fat on the risk of metabolic disease in this population. The findings of this systematic review provide evidence of gene-lifestyle interactions impacting metabolic traits within the South Asian population. However, the lack of replication and correction for multiple testing and the small sample size of the included studies may limit the conclusiveness of the evidence. Note, this paper is part of the Nutrition Reviews Special Collection on Precision Nutrition. PROSPERO registration No. CRD42023402408.",Bineid MM; Ventura EF; Samidoust A; Radha V; Anjana RM; Sudha V; Walton GE; Mohan V; Vimaleswaran KS,Nutrition reviews,2025,https://pubmed.ncbi.nlm.nih.gov/39283705/,0,1,0,0,0,0
38956322,Towards nutrition with precision: unlocking biomarkers as dietary assessment tools.,"Precision nutrition requires precise tools to monitor dietary habits. Yet current dietary assessment instruments are subjective, limiting our understanding of the causal relationships between diet and health. Biomarkers of food intake (BFIs) hold promise to increase the objectivity and accuracy of dietary assessment, enabling adjustment for compliance and misreporting. Here, we update current concepts and provide a comprehensive overview of BFIs measured in urine and blood. We rank BFIs based on a four-level utility scale to guide selection and identify combinations of BFIs that specifically reflect complex food intakes, making them applicable as dietary instruments. We discuss the main challenges in biomarker development and illustrate key solutions for the application of BFIs in human studies, highlighting different strategies for selecting and combining BFIs to support specific study designs. Finally, we present a roadmap for BFI development and implementation to leverage current knowledge and enable precision in nutrition research.",Cuparencu C; Bulmuş-Tüccar T; Stanstrup J; La Barbera G; Roager HM; Dragsted LO,Nature metabolism,2024,https://pubmed.ncbi.nlm.nih.gov/38956322/,1,0,0,0,0,0
38428435,Transforming the cardiometabolic disease landscape: Multimodal AI-powered approaches in prevention and management.,"The rise of artificial intelligence (AI) has revolutionized various scientific fields, particularly in medicine, where it has enabled the modeling of complex relationships from massive datasets. Initially, AI algorithms focused on improved interpretation of diagnostic studies such as chest X-rays and electrocardiograms in addition to predicting patient outcomes and future disease onset. However, AI has evolved with the introduction of transformer models, allowing analysis of the diverse, multimodal data sources existing in medicine today. Multimodal AI holds great promise in more accurate disease risk assessment and stratification as well as optimizing the key driving factors in cardiometabolic disease: blood pressure, sleep, stress, glucose control, weight, nutrition, and physical activity. In this article we outline the current state of medical AI in cardiometabolic disease, highlighting the potential of multimodal AI to augment personalized prevention and treatment strategies in cardiometabolic disease.",Muse ED; Topol EJ,Cell metabolism,2024,https://pubmed.ncbi.nlm.nih.gov/38428435/,1,0,0,0,0,0
38316343,Potential Mechanisms of Precision Nutrition-Based Interventions for Managing Obesity.,"Precision nutrition (PN) considers multiple individual-level and environmental characteristics or variables to better inform dietary strategies and interventions for optimizing health, including managing obesity and metabolic disorders. Here, we review the evidence on potential mechanisms-including ones to identify individuals most likely to respond-that can be leveraged in the development of PN interventions addressing obesity. We conducted a review of the literature and included laboratory, animal, and human studies evaluating biochemical and genetic data, completed and ongoing clinical trials, and public programs in this review. Our analysis describes the potential mechanisms related to 6 domains including genetic predisposition, circadian rhythms, physical activity and sedentary behavior, metabolomics, the gut microbiome, and behavioral and socioeconomic characteristics, i.e., the factors that can be leveraged to design PN-based interventions to prevent and treat obesity-related outcomes such as weight loss or metabolic health as laid out by the NIH 2030 Strategic Plan for Nutrition Research. For example, single nucleotide polymorphisms can modify responses to certain dietary interventions, and epigenetic modulation of obesity risk via physical activity patterns and macronutrient intake have also been demonstrated. Additionally, we identified limitations including questions of equitable implementation across a limited number of clinical trials. These include the limited ability of current PN interventions to address systemic influences such as supply chains and food distribution, healthcare systems, racial or cultural inequities, and economic disparities, particularly when designing and implementing PN interventions in low- and middle-income communities. PN has the potential to help manage obesity by addressing intra- and inter-individual variation as well as context, as opposed to ""one-size fits all"" approaches though there is limited clinical trial evidence to date.",Mehta NH; Huey SL; Kuriyan R; Peña-Rosas JP; Finkelstein JL; Kashyap S; Mehta S,"Advances in nutrition (Bethesda, Md.)",2024,https://pubmed.ncbi.nlm.nih.gov/38316343/,1,0,0,0,0,0
38281958,A genomics perspective of personalized prevention and management of obesity.,"This review discusses the landscape of personalized prevention and management of obesity from a nutrigenetics perspective. Focusing on macronutrient tailoring, we discuss the impact of genetic variation on responses to carbohydrate, lipid, protein, and fiber consumption. Our bioinformatic analysis of genomic variants guiding macronutrient intake revealed enrichment of pathways associated with circadian rhythm, melatonin metabolism, cholesterol and lipoprotein remodeling and PPAR signaling as potential targets of macronutrients for the management of obesity in relevant genetic backgrounds. Notably, our data-based in silico predictions suggest the potential of repurposing the SYK inhibitor fostamatinib for obesity treatment in relevant genetic profiles. In addition to dietary considerations, we address genetic variations guiding lifestyle changes in weight management, including exercise and chrononutrition. Finally, we emphasize the need for a refined understanding and expanded research into the complex genetic landscape underlying obesity and its management.",Gkouskou KK; Grammatikopoulou MG; Lazou E; Vasilogiannakopoulou T; Sanoudou D; Eliopoulos AG,Human genomics,2024,https://pubmed.ncbi.nlm.nih.gov/38281958/,1,0,0,0,0,0
38143595,Beyond Diet and Exercise: The Impact of Gut Microbiota on Control of Obesity.,"Obesity, a widespread health concern characterized by the excessive accumulation of body fat, is a complex condition influenced by genetics, environment, and social determinants. Recent research has increasingly focused on the role of gut microbiota in obesity, highlighting its pivotal involvement in various metabolic processes. The gut microbiota, a diverse community of microorganisms residing in the gastrointestinal tract, interacts with the host in a myriad of ways, impacting energy metabolism, appetite regulation, inflammation, and the gut-brain axis. Dietary choices significantly shape the gut microbiota, with diets high in fat and carbohydrates promoting the growth of harmful bacteria while reducing beneficial microbes. Lifestyle factors, like physical activity and smoking, also influence gut microbiota composition. Antibiotics and medications can disrupt microbial diversity, potentially contributing to obesity. Early-life experiences, including maternal obesity during pregnancy, play a vital role in the developmental origins of obesity. Therapeutic interventions targeting the gut microbiota, including prebiotics, probiotics, fecal microbiota transplantation, bacterial consortium therapy, and precision nutrition, offer promising avenues for reshaping the gut microbiota and positively influencing weight regulation and metabolic health. Clinical applications of microbiota-based therapies are on the horizon, with potential implications for personalized treatments and condition-based interventions. Emerging technologies, such as next-generation sequencing and advanced bioinformatics, empower researchers to identify specific target species for microbiota-based therapeutics, opening new possibilities in healthcare. Despite the promising outlook, microbiota-based therapies face challenges related to microbial selection, safety, and regulatory issues. However, with ongoing research and advances in the field, these challenges can be addressed to unlock the full potential of microbiota-based interventions.",Kamal FD; Dagar M; Reza T; Karim Mandokhail A; Bakht D; Shahzad MW; Silloca-Cabana EO; Mohsin SN; Chilla SP; Bokhari SFH,Cureus,2023,https://pubmed.ncbi.nlm.nih.gov/38143595/,1,0,0,0,0,0
37558243,Temporal patterns in taste sensitivity.,"Individuals vary in their ability to taste, and some individuals are more sensitive to certain tastes than others. Taste sensitivity is a predictor of various factors, such as diet, eating behavior, appetite regulation, and overall health. Furthermore, taste sensitivity can fluctuate within an individual over short to long periods of time: for example, in daily (diurnal) cycles, monthly (menstrual) cycles (in females), and yearly (seasonal) cycles. Understanding these temporal patterns is important for understanding individual eating habits and food preferences, particularly in the context of personalized and precision nutrition. This review provides a summary of the literature on taste sensitivity patterns across 3 temporal dimensions: daily, monthly, and yearly. Good evidence for diurnal patterns has been observed for sweet taste and fat taste, although the evidence is limited to rodent studies for the latter. Obese populations showed limited variation to sweet and fat taste sensitivities over a day, with limited variation in sweet taste sensitivity being linked to insulin resistance. There were mixed observations of temporal variation in sensitivity to sour and umami tastes, and there were no patterns in sensitivity to bitter taste. Menstrual patterns in sweet taste sensitivity were consistent with patterns in food intake. Other taste modality investigations had mixed findings that had little agreement across studies. Hormonal changes in females influence taste sensitivity to some degree, although the overall patterns are unclear. Seasonal patterns have been less well studied, but there is weak evidence that sweet, salty, and bitter taste sensitivities change across seasons. Differences in seasonal taste patterns have been observed in subgroups susceptible to mental health disorders, requiring further investigation. Patterns of taste sensitivity are evident across multiple temporal dimensions, and more research is needed to determine the influence of these patterns on food intake. Dysregulation of these patterns may also be a marker of certain diseases or health conditions, warranting further investigation. Notably, the alimentary tastes (umami, fat, and carbohydrate) are underrepresented in this research area and require additional investigation.",Costanzo A,Nutrition reviews,2024,https://pubmed.ncbi.nlm.nih.gov/37558243/,1,0,0,0,0,0
37458175,"Nutrition strategies to counteract sarcopenia: a focus on protein, LC <i>n</i>-3 PUFA and precision nutrition.","Diminished skeletal muscle strength and size, termed sarcopenia, contributes substantially to physical disability, falls, dependence and reduced quality of life among older people. Physical activity and nutrition are the cornerstones of sarcopenia prevention and treatment. The optimal daily protein intake required to preserve muscle mass and function among older adults is a topic of intense scientific debate. Older adults require protein intakes about 67 % higher than their younger counterparts to maximally stimulate postprandial muscle protein synthesis rates. In addition, evidence suggests a possible benefit of increasing protein intake above the population reference intake (0⋅83 g/kg/d) on lean mass and, when combined with exercise training, muscle strength. In addition to protein quantity, protein quality, the pattern of protein intake over the day and specific amino acids (i.e. leucine) represent key considerations. Long-chain <i>n</i>-3 PUFA (LC <i>n-</i>3 PUFA) supplementation has been shown to enhance muscle protein synthesis rates, increase muscle mass and function and augment adaptations to resistance training in older adults. Yet, these effects are not consistent across all studies. Emerging evidence indicates that an older person's dietary, phenotypic and behavioural characteristics may modulate the efficacy of protein and LC <i>n</i>-3 PUFA interventions for promoting improvements in muscle mass and function, highlighting the potential inadequacy of a 'one-size-fits-all' approach. The application of personalised or precision nutrition to sarcopenia represents an exciting and highly novel field of research with the potential to help resolve inconsistencies in the literature and improve the efficacy of dietary interventions for sarcopenia.",Murphy CH; McCarthy SN; Roche HM,The Proceedings of the Nutrition Society,2023,https://pubmed.ncbi.nlm.nih.gov/37458175/,1,0,0,0,0,0
37432488,Effect of High Fat Diet on Disease Development of Polycystic Ovary Syndrome and Lifestyle Intervention Strategies.,"Polycystic ovary syndrome (PCOS) is a prevalent endocrine and metabolic disorder that affects premenopausal women. The etiology of PCOS is multifaceted, involving various genetic and epigenetic factors, hypothalamic-pituitary-ovarian dysfunction, androgen excess, insulin resistance, and adipose-related mechanisms. High-fat diets (HFDs) has been linked to the development of metabolic disorders and weight gain, exacerbating obesity and impairing the function of the hypothalamic-pituitary-ovarian axis. This results in increased insulin resistance, hyperinsulinemia, and the release of inflammatory adipokines, leading to heightened fat synthesis and reduced fat breakdown, thereby worsening the metabolic and reproductive consequences of PCOS. Effective management of PCOS requires lifestyle interventions such as dietary modifications, weight loss, physical activity, and psychological well-being, as well as medical or surgical interventions in some cases. This article systematically examines the pathological basis of PCOS and the influence of HFDs on its development, with the aim of raising awareness of the connection between diet and reproductive health, providing a robust approach to lifestyle interventions, and serving as a reference for the development of targeted drug treatments.",Han Y; Wu H; Sun S; Zhao R; Deng Y; Zeng S; Chen J,Nutrients,2023,https://pubmed.ncbi.nlm.nih.gov/37432488/,1,0,0,0,0,0
37335395,Behavioral and Psychological Factors Affecting Weight Loss Success.,"There is a large variability between individuals in the weight loss response to any given diet treatment, which fuels interest into personalized or precision nutrition. Although most efforts are directed toward identifying biological or metabolic factors, several behavioral and psychological factors can also be responsible for some of this interindividual variability. There are many factors that can influence the response to dietary weight loss interventions, including factors related to eating behavior (emotional eating, disinhibition, restraint, perceived stress), behaviors and societal norms related to age and sex, psychological and personal factors (motivation, self-efficacy, locus of control, self-concept), and major life events. The success of a weight loss intervention can be influenced by many psychological and behavioral constructs and not merely by physiological factors such as biology and genetics. These factors are difficult to capture accurately and are often overlooked. Future weight loss studies should consider assessing such factors to better understand the underlying reasons for the large interindividual variability to weight loss therapy.",Pigsborg K; Kalea AZ; De Dominicis S; Magkos F,Current obesity reports,2023,https://pubmed.ncbi.nlm.nih.gov/37335395/,1,0,0,0,0,0
37334485,Cultural adaptations and tailoring of public health nutrition interventions in Indigenous peoples and ethnic minority groups: opportunities for personalised and precision nutrition.,"Indigenous peoples and ethnic minority groups often experience poor diet quality and poor health outcomes. Such inequities may be partially due to nutrition interventions not meeting the unique cultural and linguistic needs of these population groups, which could be achieved using co-creation and/or personalised approaches. Cultural adaptation or tailoring of nutrition interventions has shown promise in improving some aspects of dietary intake, but this requires careful consideration to ensure it does not inadvertently exacerbate dietary inequities. The aim of this narrative review was to examine examples of cultural adaptations and/or tailoring of public health nutrition interventions that improved the dietary intake and to consider implications for the optimal design and implementation of personalised and precision nutrition interventions. This review identified six examples of cultural adaptation and/or tailoring of public health nutrition intervention in Indigenous peoples and ethnic minority groups across Australia, Canada and the US. All studies used deep socio-cultural adaptations, such as the use of Indigenous storytelling, and many included surface-level adaptations, such as the use of culturally appropriate imagery in intervention materials. However, it was not possible to attribute any improvements in dietary intake to cultural adaptation and/or tailoring <i>per se</i>, and the minimal reporting on the nature of adaptations limited our ability to determine whether the interventions used true co-creation to design content or were adapted from existing interventions. Findings from this review outline opportunities for personalised nutrition interventions to use co-creation practices to design, deliver and implement interventions in collaboration with Indigenous and ethnic minority groups.",Livingstone KM; Love P; Mathers JC; Kirkpatrick SI; Olstad DL,The Proceedings of the Nutrition Society,2023,https://pubmed.ncbi.nlm.nih.gov/37334485/,1,0,0,0,0,0
36369942,Sialic acid and food allergies: The link between nutrition and immunology.,"Food allergies (FA), a major public health problem recognized by the World Health Organization, affect an estimated 3%-10% of adults and 8% of children worldwide. However, effective treatments for FA are still lacking. Recent advances in glycoimmunology have demonstrated the great potential of sialic acids (SAs) in the treatment of FA. SAs are a group of nine-carbon α-ketoacids usually linked to glycoproteins and glycolipids as terminal glycans. They play an essential role in modulating immune responses and may be an effective target for FA intervention. As exogenous food components, sialylated polysaccharides have anti-FA effects. In contrast, as endogenous components, SAs on immunoglobulin E and immune cell surfaces contribute to the pathogenesis of FA. Given the lack of comprehensive information on the effects of SAs on FA, we reviewed the roles of endogenous and exogenous SAs in the pathogenesis and treatment of FA. In addition, we considered the structure-function relationship of SAs to provide a theoretical basis for the development of SA-based FA treatments.",Liu G; Hao M; Zeng B; Liu M; Wang J; Sun S; Liu C; Huilian C,Critical reviews in food science and nutrition,2022,https://pubmed.ncbi.nlm.nih.gov/36369942/,1,0,0,0,0,0
